date,pincode,state,total_activity,anomaly_score
2025-04-01,271902,Uttar Pradesh,296,-1
2025-04-01,271903,Uttar Pradesh,257,-1
2025-04-01,272153,Uttar Pradesh,773,-1
2025-04-01,272163,Uttar Pradesh,289,-1
2025-04-01,272192,Uttar Pradesh,534,-1
2025-04-01,272206,Uttar Pradesh,571,-1
2025-04-01,273001,Uttar Pradesh,271,-1
2025-04-01,273007,Uttar Pradesh,203,-1
2025-04-01,273008,Uttar Pradesh,178,-1
2025-04-01,273015,Uttar Pradesh,300,-1
2025-04-01,273016,Uttar Pradesh,239,-1
2025-04-01,273164,Uttar Pradesh,724,-1
2025-04-01,273303,Uttar Pradesh,492,-1
2025-04-01,273304,Uttar Pradesh,383,-1
2025-04-01,273305,Uttar Pradesh,330,-1
2025-04-01,276121,Uttar Pradesh,313,-1
2025-04-01,276305,Uttar Pradesh,276,-1
2025-04-01,282001,Uttar Pradesh,1219,-1
2025-04-01,283201,Uttar Pradesh,218,-1
2025-04-01,285203,Uttar Pradesh,103,-1
2025-04-01,285205,Uttar Pradesh,246,-1
2025-04-01,301001,Rajasthan,1688,-1
2025-04-01,301405,Rajasthan,376,-1
2025-04-01,302001,Rajasthan,360,-1
2025-04-01,302002,Rajasthan,914,-1
2025-04-01,302003,Rajasthan,860,-1
2025-04-01,302004,Rajasthan,588,-1
2025-04-01,302012,Rajasthan,2000,-1
2025-04-01,302016,Rajasthan,744,-1
2025-04-01,302017,Rajasthan,516,-1
2025-04-01,302020,Rajasthan,502,-1
2025-04-01,303012,Rajasthan,384,-1
2025-04-01,305001,Rajasthan,1330,-1
2025-04-01,305901,Rajasthan,1148,-1
2025-04-01,306421,Rajasthan,374,-1
2025-04-01,307024,Rajasthan,304,-1
2025-04-01,307025,Rajasthan,264,-1
2025-04-01,307026,Rajasthan,948,-1
2025-04-01,307029,Rajasthan,342,-1
2025-04-01,314030,Rajasthan,324,-1
2025-04-01,321204,Rajasthan,574,-1
2025-04-01,322230,Rajasthan,930,-1
2025-04-01,323001,Rajasthan,456,-1
2025-04-01,323022,Rajasthan,220,-1
2025-04-01,323802,Rajasthan,254,-1
2025-04-01,325004,Rajasthan,136,-1
2025-04-01,325205,Rajasthan,614,-1
2025-04-01,325220,Rajasthan,314,-1
2025-04-01,326038,Rajasthan,346,-1
2025-04-01,328001,Rajasthan,720,-1
2025-04-01,328021,Rajasthan,802,-1
2025-04-01,328022,Rajasthan,654,-1
2025-04-01,328025,Rajasthan,512,-1
2025-04-01,331403,Rajasthan,938,-1
2025-04-01,332311,Rajasthan,310,-1
2025-04-01,332709,Rajasthan,360,-1
2025-04-01,334001,Rajasthan,1658,-1
2025-04-01,341001,Rajasthan,1382,-1
2025-04-01,341025,Rajasthan,364,-1
2025-04-01,342001,Rajasthan,1984,-1
2025-04-01,342301,Rajasthan,646,-1
2025-04-01,342302,Rajasthan,380,-1
2025-04-01,342303,Rajasthan,422,-1
2025-04-01,342306,Rajasthan,644,-1
2025-04-01,342311,Rajasthan,476,-1
2025-04-01,343001,Rajasthan,526,-1
2025-04-01,343029,Rajasthan,664,-1
2025-04-01,343030,Rajasthan,322,-1
2025-04-01,343032,Rajasthan,442,-1
2025-04-01,343040,Rajasthan,394,-1
2025-04-01,343041,Rajasthan,1084,-1
2025-04-01,343049,Rajasthan,190,-1
2025-04-01,360001,Gujarat,241,-1
2025-04-01,360002,Gujarat,387,-1
2025-04-01,360003,Gujarat,434,-1
2025-04-01,360004,Gujarat,359,-1
2025-04-01,360022,Gujarat,95,-1
2025-04-01,360055,Gujarat,157,-1
2025-04-01,360110,Gujarat,120,-1
2025-04-01,360370,Gujarat,174,-1
2025-04-01,360575,Gujarat,257,-1
2025-04-01,360579,Gujarat,92,-1
2025-04-01,361005,Gujarat,151,-1
2025-04-01,361006,Gujarat,165,-1
2025-04-01,361305,Gujarat,201,-1
2025-04-01,361310,Gujarat,83,-1
2025-04-01,362001,Gujarat,289,-1
2025-04-01,362150,Gujarat,190,-1
2025-04-01,362265,Gujarat,164,-1
2025-04-01,362268,Gujarat,273,-1
2025-04-01,362275,Gujarat,149,-1
2025-04-01,362510,Gujarat,199,-1
2025-04-01,362550,Gujarat,109,-1
2025-04-01,362560,Gujarat,295,-1
2025-04-01,362720,Gujarat,244,-1
2025-04-01,362725,Gujarat,83,-1
2025-04-01,363310,Gujarat,239,-1
2025-04-01,363330,Gujarat,115,-1
2025-04-01,363427,Gujarat,81,-1
2025-04-01,363440,Gujarat,117,-1
2025-04-01,363520,Gujarat,249,-1
2025-04-01,363621,Gujarat,380,-1
2025-04-01,363641,Gujarat,402,-1
2025-04-01,363642,Gujarat,163,-1
2025-04-01,363650,Gujarat,111,-1
2025-04-01,364001,Gujarat,438,-1
2025-04-01,364002,Gujarat,190,-1
2025-04-01,364710,Gujarat,332,-1
2025-04-01,365560,Gujarat,164,-1
2025-04-01,365565,Gujarat,74,-1
2025-04-01,370001,Gujarat,535,-1
2025-04-01,370140,Gujarat,97,-1
2025-04-01,370165,Gujarat,212,-1
2025-04-01,382016,Gujarat,75,-1
2025-04-01,382150,Gujarat,122,-1
2025-04-01,382305,Gujarat,139,-1
2025-04-01,382355,Gujarat,87,-1
2025-04-01,382421,Gujarat,129,-1
2025-04-01,382721,Gujarat,272,-1
2025-04-01,382870,Gujarat,90,-1
2025-04-01,383001,Gujarat,196,-1
2025-04-01,383205,Gujarat,93,-1
2025-04-01,383255,Gujarat,121,-1
2025-04-01,383270,Gujarat,171,-1
2025-04-01,383315,Gujarat,109,-1
2025-04-01,383350,Gujarat,97,-1
2025-04-01,383422,Gujarat,115,-1
2025-04-01,384001,Gujarat,160,-1
2025-04-01,384151,Gujarat,180,-1
2025-04-01,384240,Gujarat,94,-1
2025-04-01,384245,Gujarat,131,-1
2025-04-01,384265,Gujarat,293,-1
2025-04-01,384285,Gujarat,141,-1
2025-04-01,384315,Gujarat,184,-1
2025-04-01,384325,Gujarat,119,-1
2025-04-01,385001,Gujarat,343,-1
2025-04-01,385110,Gujarat,339,-1
2025-04-01,385120,Gujarat,399,-1
2025-04-01,385135,Gujarat,88,-1
2025-04-01,385310,Gujarat,513,-1
2025-04-01,385320,Gujarat,244,-1
2025-04-01,385340,Gujarat,218,-1
2025-04-01,385360,Gujarat,141,-1
2025-04-01,385530,Gujarat,79,-1
2025-04-01,385535,Gujarat,740,-1
2025-04-01,385545,Gujarat,219,-1
2025-04-01,385550,Gujarat,200,-1
2025-04-01,385555,Gujarat,81,-1
2025-04-01,385565,Gujarat,299,-1
2025-04-01,385566,Gujarat,192,-1
2025-04-01,385575,Gujarat,200,-1
2025-04-01,387001,Gujarat,156,-1
2025-04-01,387130,Gujarat,149,-1
2025-04-01,387620,Gujarat,201,-1
2025-04-01,387630,Gujarat,101,-1
2025-04-01,388001,Gujarat,189,-1
2025-04-01,389001,Gujarat,295,-1
2025-04-01,389115,Gujarat,142,-1
2025-04-01,389140,Gujarat,131,-1
2025-04-01,389151,Gujarat,544,-1
2025-04-01,389152,Gujarat,199,-1
2025-04-01,389155,Gujarat,164,-1
2025-04-01,389170,Gujarat,309,-1
2025-04-01,389175,Gujarat,66,-1
2025-04-01,389180,Gujarat,397,-1
2025-04-01,389210,Gujarat,157,-1
2025-04-01,389230,Gujarat,138,-1
2025-04-01,389341,Gujarat,95,-1
2025-04-01,389350,Gujarat,93,-1
2025-04-01,389365,Gujarat,120,-1
2025-04-01,389380,Gujarat,159,-1
2025-04-01,389382,Gujarat,102,-1
2025-04-01,390001,Gujarat,131,-1
2025-04-01,390009,Gujarat,93,-1
2025-04-01,390011,Gujarat,87,-1
2025-04-01,390019,Gujarat,297,-1
2025-04-01,390022,Gujarat,132,-1
2025-04-01,391150,Gujarat,129,-1
2025-04-01,391160,Gujarat,101,-1
2025-04-01,391165,Gujarat,151,-1
2025-04-01,391440,Gujarat,220,-1
2025-04-01,391770,Gujarat,97,-1
2025-04-01,393001,Gujarat,211,-1
2025-04-01,394107,Gujarat,270,-1
2025-04-01,394210,Gujarat,678,-1
2025-04-01,394230,Gujarat,116,-1
2025-04-01,394370,Gujarat,93,-1
2025-04-01,394520,Gujarat,75,-1
2025-04-01,394716,Gujarat,120,-1
2025-04-01,395001,Gujarat,98,-1
2025-04-01,395003,Gujarat,189,-1
2025-04-01,395004,Gujarat,669,-1
2025-04-01,395005,Gujarat,161,-1
2025-04-01,395006,Gujarat,636,-1
2025-04-01,395007,Gujarat,190,-1
2025-04-01,395009,Gujarat,263,-1
2025-04-01,395010,Gujarat,843,-1
2025-04-01,396001,Gujarat,166,-1
2025-04-01,396065,Gujarat,509,-1
2025-04-01,396191,Gujarat,229,-1
2025-04-01,396445,Gujarat,176,-1
2025-04-01,400058,Maharashtra,105,-1
2025-04-01,400070,Maharashtra,191,-1
2025-04-01,400072,Maharashtra,246,-1
2025-04-01,400607,Maharashtra,128,-1
2025-04-01,400612,Maharashtra,590,-1
2025-04-01,401107,Maharashtra,484,-1
2025-04-01,401209,Maharashtra,280,-1
2025-04-01,410206,Maharashtra,335,-1
2025-04-01,410405,Maharashtra,69,-1
2025-04-01,413201,Maharashtra,96,-1
2025-04-01,413203,Maharashtra,115,-1
2025-04-01,413304,Maharashtra,337,-1
2025-04-01,413401,Maharashtra,208,-1
2025-04-01,413517,Maharashtra,294,-1
2025-04-01,415523,Maharashtra,236,-1
2025-04-01,421004,Maharashtra,141,-1
2025-04-01,421301,Maharashtra,496,-1
2025-04-01,421302,Maharashtra,748,-1
2025-04-01,421306,Maharashtra,329,-1
2025-04-01,421501,Maharashtra,207,-1
2025-04-01,421503,Maharashtra,311,-1
2025-04-01,425001,Maharashtra,423,-1
2025-04-01,425412,Maharashtra,282,-1
2025-04-01,431001,Maharashtra,791,-1
2025-04-01,431122,Maharashtra,450,-1
2025-04-01,431402,Maharashtra,161,-1
2025-04-01,431512,Maharashtra,298,-1
2025-04-01,431513,Maharashtra,276,-1
2025-04-01,431604,Maharashtra,203,-1
2025-04-01,431701,Maharashtra,164,-1
2025-04-01,431702,Maharashtra,159,-1
2025-04-01,431704,Maharashtra,88,-1
2025-04-01,431705,Maharashtra,247,-1
2025-04-01,431715,Maharashtra,224,-1
2025-04-01,431806,Maharashtra,92,-1
2025-04-01,440027,Maharashtra,105,-1
2025-04-01,440034,Maharashtra,225,-1
2025-04-01,440035,Maharashtra,236,-1
2025-04-01,442401,Maharashtra,221,-1
2025-04-01,450117,Madhya Pradesh,420,-1
2025-04-01,450221,Madhya Pradesh,138,-1
2025-04-01,450331,Madhya Pradesh,511,-1
2025-04-01,450332,Madhya Pradesh,153,-1
2025-04-01,451001,Madhya Pradesh,215,-1
2025-04-01,451331,Madhya Pradesh,257,-1
2025-04-01,451332,Madhya Pradesh,399,-1
2025-04-01,451551,Madhya Pradesh,820,-1
2025-04-01,452001,Madhya Pradesh,528,-1
2025-04-01,452002,Madhya Pradesh,265,-1
2025-04-01,452009,Madhya Pradesh,290,-1
2025-04-01,454001,Madhya Pradesh,402,-1
2025-04-01,454010,Madhya Pradesh,79,-1
2025-04-01,454660,Madhya Pradesh,138,-1
2025-04-01,455001,Madhya Pradesh,502,-1
2025-04-01,457661,Madhya Pradesh,488,-1
2025-04-01,457779,Madhya Pradesh,398,-1
2025-04-01,457990,Madhya Pradesh,254,-1
2025-04-01,460001,Madhya Pradesh,223,-1
2025-04-01,462003,Madhya Pradesh,172,-1
2025-04-01,462022,Madhya Pradesh,211,-1
2025-04-01,464221,Madhya Pradesh,534,-1
2025-04-01,464228,Madhya Pradesh,297,-1
2025-04-01,464551,Madhya Pradesh,342,-1
2025-04-01,464886,Madhya Pradesh,173,-1
2025-04-01,470001,Madhya Pradesh,221,-1
2025-04-01,471301,Madhya Pradesh,135,-1
2025-04-01,471313,Madhya Pradesh,270,-1
2025-04-01,471405,Madhya Pradesh,291,-1
2025-04-01,471625,Madhya Pradesh,154,-1
2025-04-01,473001,Madhya Pradesh,631,-1
2025-04-01,473101,Madhya Pradesh,153,-1
2025-04-01,473335,Madhya Pradesh,176,-1
2025-04-01,473443,Madhya Pradesh,213,-1
2025-04-01,473446,Madhya Pradesh,142,-1
2025-04-01,473551,Madhya Pradesh,349,-1
2025-04-01,473660,Madhya Pradesh,90,-1
2025-04-01,473670,Madhya Pradesh,202,-1
2025-04-01,473880,Madhya Pradesh,125,-1
2025-04-01,473885,Madhya Pradesh,103,-1
2025-04-01,474001,Madhya Pradesh,506,-1
2025-04-01,474011,Madhya Pradesh,157,-1
2025-04-01,475110,Madhya Pradesh,531,-1
2025-04-01,475330,Madhya Pradesh,144,-1
2025-04-01,475661,Madhya Pradesh,302,-1
2025-04-01,476001,Madhya Pradesh,664,-1
2025-04-01,476111,Madhya Pradesh,439,-1
2025-04-01,476115,Madhya Pradesh,267,-1
2025-04-01,476221,Madhya Pradesh,198,-1
2025-04-01,476335,Madhya Pradesh,86,-1
2025-04-01,476337,Madhya Pradesh,310,-1
2025-04-01,477001,Madhya Pradesh,510,-1
2025-04-01,477116,Madhya Pradesh,234,-1
2025-04-01,477441,Madhya Pradesh,136,-1
2025-04-01,477445,Madhya Pradesh,171,-1
2025-04-01,482003,Madhya Pradesh,159,-1
2025-04-01,483332,Madhya Pradesh,143,-1
2025-04-01,483770,Madhya Pradesh,270,-1
2025-04-01,485001,Madhya Pradesh,437,-1
2025-04-01,488441,Madhya Pradesh,159,-1
2025-04-01,491001,Chhattisgarh,384,-1
2025-04-01,493225,Chhattisgarh,322,-1
2025-04-01,494122,Chhattisgarh,381,-1
2025-04-01,494444,Chhattisgarh,443,-1
2025-04-01,494447,Chhattisgarh,215,-1
2025-04-01,500005,Telangana,158,-1
2025-04-01,500013,Telangana,114,-1
2025-04-01,500059,Telangana,192,-1
2025-04-01,500072,Telangana,116,-1
2025-04-01,560001,Karnataka,85,-1
2025-04-01,560005,Karnataka,96,-1
2025-04-01,560010,Karnataka,152,-1
2025-04-01,560016,Karnataka,303,-1
2025-04-01,560024,Karnataka,76,-1
2025-04-01,560029,Karnataka,142,-1
2025-04-01,560032,Karnataka,382,-1
2025-04-01,560035,Karnataka,185,-1
2025-04-01,560036,Karnataka,267,-1
2025-04-01,560037,Karnataka,290,-1
2025-04-01,560043,Karnataka,433,-1
2025-04-01,560045,Karnataka,429,-1
2025-04-01,560047,Karnataka,173,-1
2025-04-01,560048,Karnataka,144,-1
2025-04-01,560049,Karnataka,223,-1
2025-04-01,560061,Karnataka,233,-1
2025-04-01,560064,Karnataka,410,-1
2025-04-01,560066,Karnataka,255,-1
2025-04-01,560067,Karnataka,223,-1
2025-04-01,560068,Karnataka,444,-1
2025-04-01,560076,Karnataka,279,-1
2025-04-01,560077,Karnataka,297,-1
2025-04-01,560078,Karnataka,294,-1
2025-04-01,560083,Karnataka,204,-1
2025-04-01,560084,Karnataka,125,-1
2025-04-01,560087,Karnataka,193,-1
2025-04-01,560091,Karnataka,385,-1
2025-04-01,560092,Karnataka,101,-1
2025-04-01,560093,Karnataka,98,-1
2025-04-01,560097,Karnataka,199,-1
2025-04-01,560099,Karnataka,194,-1
2025-04-01,560100,Karnataka,310,-1
2025-04-01,560102,Karnataka,95,-1
2025-04-01,560103,Karnataka,128,-1
2025-04-01,570019,Karnataka,485,-1
2025-04-01,585104,Karnataka,608,-1
2025-04-01,585202,Karnataka,348,-1
2025-04-01,585290,Karnataka,298,-1
2025-04-01,600045,Tamil Nadu,114,-1
2025-04-01,600100,Tamil Nadu,214,-1
2025-04-01,625017,Tamil Nadu,115,-1
2025-04-01,700102,West Bengal,77,-1
2025-04-01,700136,West Bengal,78,-1
2025-04-01,700159,West Bengal,77,-1
2025-04-01,732124,West Bengal,396,-1
2025-04-01,733123,West Bengal,197,-1
2025-04-01,733129,West Bengal,498,-1
2025-04-01,733134,West Bengal,620,-1
2025-04-01,733156,West Bengal,398,-1
2025-04-01,734003,West Bengal,187,-1
2025-04-01,734010,West Bengal,147,-1
2025-04-01,734013,West Bengal,80,-1
